sample,method,threshold,sig,p_value
DO225169,QP,0.2,COSMIC_3,1.67E-165
DO225170,QP,0,COSMIC_3,1.67E-165
DO225170,QP,0.01,COSMIC_3,1.67E-165
DO225170,QP,0.05,COSMIC_3,5.93E-153
DO225170,QP,0.1,COSMIC_3,1
DO225170,QP,0.2,COSMIC_3,1
DO225171,QP,0,COSMIC_3,1.67E-165
DO225171,QP,0.01,COSMIC_3,1.67E-165
DO225171,QP,0.05,COSMIC_3,1.67E-165
DO225171,QP,0.1,COSMIC_3,1.67E-165
DO225171,QP,0.2,COSMIC_3,1.48E-99
DO225172,QP,0,COSMIC_3,1.67E-165
DO225172,QP,0.01,COSMIC_3,1.67E-165
DO225172,QP,0.05,COSMIC_3,1.67E-165
DO225172,QP,0.1,COSMIC_3,1.67E-165
DO225172,QP,0.2,COSMIC_3,1.67E-165
DO225173,QP,0,COSMIC_3,3.39E-24
DO225173,QP,0.01,COSMIC_3,1
DO225173,QP,0.05,COSMIC_3,1
DO225173,QP,0.1,COSMIC_3,1
DO225173,QP,0.2,COSMIC_3,1
DO225174,QP,0,COSMIC_3,1.67E-165
DO225174,QP,0.01,COSMIC_3,1.67E-165
DO225174,QP,0.05,COSMIC_3,1.67E-165
DO225174,QP,0.1,COSMIC_3,1.67E-165
DO225174,QP,0.2,COSMIC_3,1.67E-165
DO225175,QP,0,COSMIC_3,1
DO225175,QP,0.01,COSMIC_3,1
DO225175,QP,0.05,COSMIC_3,1
DO225175,QP,0.1,COSMIC_3,1
DO225175,QP,0.2,COSMIC_3,1
DO225176,QP,0,COSMIC_3,6.45E-162
DO225176,QP,0.01,COSMIC_3,1.22E-163
DO225176,QP,0.05,COSMIC_3,4.93E-91
DO225176,QP,0.1,COSMIC_3,1
DO225176,QP,0.2,COSMIC_3,1
DO225177,QP,0,COSMIC_3,1.23E-12
DO225177,QP,0.01,COSMIC_3,1
DO225177,QP,0.05,COSMIC_3,1
DO225177,QP,0.1,COSMIC_3,1
DO225177,QP,0.2,COSMIC_3,1
DO225178,QP,0,COSMIC_3,1.49E-109
DO225178,QP,0.01,COSMIC_3,1.08E-45
DO225178,QP,0.05,COSMIC_3,1
DO225178,QP,0.1,COSMIC_3,1
DO225178,QP,0.2,COSMIC_3,1
DO225179,QP,0,COSMIC_3,4.80E-102
DO225179,QP,0.01,COSMIC_3,2.37E-37
DO225179,QP,0.05,COSMIC_3,1
DO225179,QP,0.1,COSMIC_3,1
DO225179,QP,0.2,COSMIC_3,1
DO225180,QP,0,COSMIC_3,5.28E-26
DO225180,QP,0.01,COSMIC_3,1
DO225180,QP,0.05,COSMIC_3,1
DO225180,QP,0.1,COSMIC_3,1
DO225180,QP,0.2,COSMIC_3,1
DO225181,QP,0,COSMIC_3,1.15E-127
DO225181,QP,0.01,COSMIC_3,6.01E-92
DO225181,QP,0.05,COSMIC_3,1
DO225181,QP,0.1,COSMIC_3,1
DO225181,QP,0.2,COSMIC_3,1
DO225182,QP,0,COSMIC_3,8.00E-47
DO225182,QP,0.01,COSMIC_3,1
DO225182,QP,0.05,COSMIC_3,1
DO225182,QP,0.1,COSMIC_3,1
DO225182,QP,0.2,COSMIC_3,1
DO225183,QP,0,COSMIC_3,1.88E-106
DO225183,QP,0.01,COSMIC_3,2.90E-41
DO225183,QP,0.05,COSMIC_3,1
DO225183,QP,0.1,COSMIC_3,1
DO225183,QP,0.2,COSMIC_3,1
DO225184,QP,0,COSMIC_3,2.20E-163
DO225184,QP,0.01,COSMIC_3,4.23E-165
DO225184,QP,0.05,COSMIC_3,1.47E-145
DO225184,QP,0.1,COSMIC_3,1.92E-20
DO225184,QP,0.2,COSMIC_3,1
DO225185,QP,0,COSMIC_3,1.67E-165
DO225185,QP,0.01,COSMIC_3,1.67E-165
DO225185,QP,0.05,COSMIC_3,1.67E-165
DO225185,QP,0.1,COSMIC_3,1.67E-165
DO225185,QP,0.2,COSMIC_3,0.840387869
DO225186,QP,0,COSMIC_3,2.42E-165
DO225186,QP,0.01,COSMIC_3,1.74E-165
DO225186,QP,0.05,COSMIC_3,3.51E-150
DO225186,QP,0.1,COSMIC_3,1
DO225186,QP,0.2,COSMIC_3,1
DO225187,QP,0,COSMIC_3,1.07E-156
DO225187,QP,0.01,COSMIC_3,1.05E-158
DO225187,QP,0.05,COSMIC_3,4.72E-36
DO225187,QP,0.1,COSMIC_3,1
DO225187,QP,0.2,COSMIC_3,1
DO225188,QP,0,COSMIC_3,6.58E-60
DO225188,QP,0.01,COSMIC_3,1
DO225188,QP,0.05,COSMIC_3,1
DO225188,QP,0.1,COSMIC_3,1
DO225188,QP,0.2,COSMIC_3,1
DO225189,QP,0,COSMIC_3,2.19E-43
DO225189,QP,0.01,COSMIC_3,1
DO225189,QP,0.05,COSMIC_3,1
DO225189,QP,0.1,COSMIC_3,1
DO225189,QP,0.2,COSMIC_3,1
DO225190,QP,0,COSMIC_3,1.67E-165
DO225190,QP,0.01,COSMIC_3,1.67E-165
DO225190,QP,0.05,COSMIC_3,1.69E-165
DO225190,QP,0.1,COSMIC_3,3.88E-164
DO225190,QP,0.2,COSMIC_3,1
DO225191,QP,0,COSMIC_3,1.48E-85
DO225191,QP,0.01,COSMIC_3,0.100175376
DO225191,QP,0.05,COSMIC_3,1
DO225191,QP,0.1,COSMIC_3,1
DO225191,QP,0.2,COSMIC_3,1
DO225192,QP,0,COSMIC_3,1.67E-165
DO225192,QP,0.01,COSMIC_3,1.67E-165
DO225192,QP,0.05,COSMIC_3,1.67E-165
DO225192,QP,0.1,COSMIC_3,1.67E-165
DO225192,QP,0.2,COSMIC_3,1.67E-165
DO225193,QP,0,COSMIC_3,1.67E-165
DO225193,QP,0.01,COSMIC_3,1.67E-165
DO225193,QP,0.05,COSMIC_3,1.67E-165
DO225193,QP,0.1,COSMIC_3,1.67E-165
DO225193,QP,0.2,COSMIC_3,1.67E-165
DO225194,QP,0,COSMIC_3,1.67E-165
DO225194,QP,0.01,COSMIC_3,1.67E-165
DO225194,QP,0.05,COSMIC_3,1.67E-165
DO225194,QP,0.1,COSMIC_3,1.67E-165
DO225194,QP,0.2,COSMIC_3,9.83E-122
DO225195,QP,0,COSMIC_3,1.67E-165
DO225195,QP,0.01,COSMIC_3,1.67E-165
DO225195,QP,0.05,COSMIC_3,1.67E-165
DO225195,QP,0.1,COSMIC_3,1.67E-165
DO225195,QP,0.2,COSMIC_3,1.67E-165
DO225196,QP,0,COSMIC_3,1
DO225196,QP,0.01,COSMIC_3,1
DO225196,QP,0.05,COSMIC_3,1
DO225196,QP,0.1,COSMIC_3,1
DO225196,QP,0.2,COSMIC_3,1
DO225197,QP,0,COSMIC_3,6.15E-115
DO225197,QP,0.01,COSMIC_3,2.74E-54
DO225197,QP,0.05,COSMIC_3,1
DO225197,QP,0.1,COSMIC_3,1
DO225197,QP,0.2,COSMIC_3,1
DO225198,QP,0,COSMIC_3,1.19E-143
DO225198,QP,0.01,COSMIC_3,2.77E-125
DO225198,QP,0.05,COSMIC_3,0.999999962
DO225198,QP,0.1,COSMIC_3,1
DO225198,QP,0.2,COSMIC_3,1
DO225199,QP,0,COSMIC_3,3.53E-165
DO225199,QP,0.01,COSMIC_3,1.70E-165
DO225199,QP,0.05,COSMIC_3,1.08E-139
DO225199,QP,0.1,COSMIC_3,1
DO225199,QP,0.2,COSMIC_3,1
DO225200,QP,0,COSMIC_3,1.43E-32
DO225200,QP,0.01,COSMIC_3,1
DO225200,QP,0.05,COSMIC_3,1
DO225200,QP,0.1,COSMIC_3,1
DO225200,QP,0.2,COSMIC_3,1
DO225201,QP,0,COSMIC_3,1.67E-165
DO225201,QP,0.01,COSMIC_3,1.67E-165
DO225201,QP,0.05,COSMIC_3,1.67E-165
DO225201,QP,0.1,COSMIC_3,1.67E-165
DO225201,QP,0.2,COSMIC_3,1.67E-165
DO225202,QP,0,COSMIC_3,2.28E-44
DO225202,QP,0.01,COSMIC_3,1
DO225202,QP,0.05,COSMIC_3,1
DO225202,QP,0.1,COSMIC_3,1
DO225202,QP,0.2,COSMIC_3,1
DO225203,QP,0,COSMIC_3,1
DO225203,QP,0.01,COSMIC_3,1
DO225203,QP,0.05,COSMIC_3,1
DO225203,QP,0.1,COSMIC_3,1
DO225203,QP,0.2,COSMIC_3,1
DO225204,QP,0,COSMIC_3,1.67E-165
DO225204,QP,0.01,COSMIC_3,1.67E-165
DO225204,QP,0.05,COSMIC_3,1.67E-165
DO225204,QP,0.1,COSMIC_3,4.55E-165
DO225204,QP,0.2,COSMIC_3,1
DO225205,QP,0,COSMIC_3,3.19E-52
DO225205,QP,0.01,COSMIC_3,1
DO225205,QP,0.05,COSMIC_3,1
DO225205,QP,0.1,COSMIC_3,1
DO225205,QP,0.2,COSMIC_3,1
DO225206,QP,0,COSMIC_3,3.20E-163
DO225206,QP,0.01,COSMIC_3,1.19E-164
DO225206,QP,0.05,COSMIC_3,1.67E-138
DO225206,QP,0.1,COSMIC_3,1.81E-10
DO225206,QP,0.2,COSMIC_3,1
DO225207,QP,0,COSMIC_3,3.78E-97
DO225207,QP,0.01,COSMIC_3,1.38E-16
DO225207,QP,0.05,COSMIC_3,1
DO225207,QP,0.1,COSMIC_3,1
DO225207,QP,0.2,COSMIC_3,1
DO225208,QP,0,COSMIC_3,1.67E-165
DO225208,QP,0.01,COSMIC_3,1.67E-165
DO225208,QP,0.05,COSMIC_3,1.22E-164
DO225208,QP,0.1,COSMIC_3,7.86E-46
DO225208,QP,0.2,COSMIC_3,1
DO225209,QP,0,COSMIC_3,1.67E-165
DO225209,QP,0.01,COSMIC_3,1.67E-165
DO225209,QP,0.05,COSMIC_3,1.67E-165
DO225209,QP,0.1,COSMIC_3,5.79E-143
DO225209,QP,0.2,COSMIC_3,1
DO225210,QP,0,COSMIC_3,2.08E-20
DO225210,QP,0.01,COSMIC_3,1
DO225210,QP,0.05,COSMIC_3,1
DO225210,QP,0.1,COSMIC_3,1
DO225210,QP,0.2,COSMIC_3,1
DO225211,QP,0,COSMIC_3,8.22E-28
DO225211,QP,0.01,COSMIC_3,1
DO225211,QP,0.05,COSMIC_3,1
DO225211,QP,0.1,COSMIC_3,1
DO225211,QP,0.2,COSMIC_3,1
DO225212,QP,0,COSMIC_3,1.38E-50
DO225212,QP,0.01,COSMIC_3,1
DO225212,QP,0.05,COSMIC_3,1
DO225212,QP,0.1,COSMIC_3,1
DO225212,QP,0.2,COSMIC_3,1
DO225213,QP,0,COSMIC_3,1.67E-165
DO225213,QP,0.01,COSMIC_3,1.67E-165
DO225213,QP,0.05,COSMIC_3,1.67E-165
DO225213,QP,0.1,COSMIC_3,1.67E-165
DO225213,QP,0.2,COSMIC_3,2.65E-165
DO225214,QP,0,COSMIC_3,2.05E-84
DO225214,QP,0.01,COSMIC_3,0.013755728
DO225214,QP,0.05,COSMIC_3,1
DO225214,QP,0.1,COSMIC_3,1
DO225214,QP,0.2,COSMIC_3,1
DO225215,QP,0,COSMIC_3,1.67E-165
DO225215,QP,0.01,COSMIC_3,1.97E-165
DO225215,QP,0.05,COSMIC_3,1
DO225215,QP,0.1,COSMIC_3,1
DO225215,QP,0.2,COSMIC_3,1
DO225216,QP,0,COSMIC_3,4.70E-148
DO225216,QP,0.01,COSMIC_3,2.81E-146
DO225216,QP,0.05,COSMIC_3,1.05E-37
DO225216,QP,0.1,COSMIC_3,1
DO225216,QP,0.2,COSMIC_3,1
DO225217,QP,0,COSMIC_3,7.00E-78
DO225217,QP,0.01,COSMIC_3,0.999999994
DO225217,QP,0.05,COSMIC_3,1
DO225217,QP,0.1,COSMIC_3,1
DO225217,QP,0.2,COSMIC_3,1
DO225218,QP,0,COSMIC_3,3.79E-56
DO225218,QP,0.01,COSMIC_3,1
DO225218,QP,0.05,COSMIC_3,1
DO225218,QP,0.1,COSMIC_3,1
DO225218,QP,0.2,COSMIC_3,1
DO225219,QP,0,COSMIC_3,8.10E-73
DO225219,QP,0.01,COSMIC_3,0.999969433
DO225219,QP,0.05,COSMIC_3,1
DO225219,QP,0.1,COSMIC_3,1
DO225219,QP,0.2,COSMIC_3,1
DO225220,QP,0,COSMIC_3,2.60E-97
DO225220,QP,0.01,COSMIC_3,1.53E-08
DO225220,QP,0.05,COSMIC_3,1
DO225220,QP,0.1,COSMIC_3,1
DO225220,QP,0.2,COSMIC_3,1
DO225221,QP,0,COSMIC_3,1.16E-26
DO225221,QP,0.01,COSMIC_3,1
DO225221,QP,0.05,COSMIC_3,1
DO225221,QP,0.1,COSMIC_3,1
DO225221,QP,0.2,COSMIC_3,1
DO225222,QP,0,COSMIC_3,8.78E-58
DO225222,QP,0.01,COSMIC_3,1
DO225222,QP,0.05,COSMIC_3,1
DO225222,QP,0.1,COSMIC_3,1
DO225222,QP,0.2,COSMIC_3,1
DO225223,QP,0,COSMIC_3,7.06E-141
DO225223,QP,0.01,COSMIC_3,8.78E-102
DO225223,QP,0.05,COSMIC_3,1
DO225223,QP,0.1,COSMIC_3,1
DO225223,QP,0.2,COSMIC_3,1
DO225224,QP,0,COSMIC_3,2.76E-160
DO225224,QP,0.01,COSMIC_3,1.35E-159
DO225224,QP,0.05,COSMIC_3,8.88E-08
DO225224,QP,0.1,COSMIC_3,1
DO225224,QP,0.2,COSMIC_3,1
DO225225,QP,0,COSMIC_3,9.86E-163
DO225225,QP,0.01,COSMIC_3,2.58E-162
DO225225,QP,0.05,COSMIC_3,5.76E-33
DO225225,QP,0.1,COSMIC_3,1
DO225225,QP,0.2,COSMIC_3,1
DO225226,QP,0,COSMIC_3,1.94E-17
DO225226,QP,0.01,COSMIC_3,1
DO225226,QP,0.05,COSMIC_3,1
DO225226,QP,0.1,COSMIC_3,1
DO225226,QP,0.2,COSMIC_3,1
DO225227,QP,0,COSMIC_3,2.42E-119
DO225227,QP,0.01,COSMIC_3,1.81E-80
DO225227,QP,0.05,COSMIC_3,1
DO225227,QP,0.1,COSMIC_3,1
DO225227,QP,0.2,COSMIC_3,1
DO225228,QP,0,COSMIC_3,1.67E-165
DO225228,QP,0.01,COSMIC_3,1.67E-165
DO225228,QP,0.05,COSMIC_3,1.67E-165
DO225228,QP,0.1,COSMIC_3,1.67E-165
DO225228,QP,0.2,COSMIC_3,1.67E-165
DO225229,QP,0,COSMIC_3,2.85E-83
DO225229,QP,0.01,COSMIC_3,5.59E-06
DO225229,QP,0.05,COSMIC_3,1
DO225229,QP,0.1,COSMIC_3,1
DO225229,QP,0.2,COSMIC_3,1
DO225230,QP,0,COSMIC_3,1.77E-151
DO225230,QP,0.01,COSMIC_3,9.71E-141
DO225230,QP,0.05,COSMIC_3,1
DO225230,QP,0.1,COSMIC_3,1
DO225230,QP,0.2,COSMIC_3,1
DO225231,QP,0,COSMIC_3,0.5
DO225231,QP,0.01,COSMIC_3,1
DO225231,QP,0.05,COSMIC_3,1
DO225231,QP,0.1,COSMIC_3,1
DO225231,QP,0.2,COSMIC_3,1
DO225232,QP,0,COSMIC_3,1.40E-59
DO225232,QP,0.01,COSMIC_3,1
DO225232,QP,0.05,COSMIC_3,1
DO225232,QP,0.1,COSMIC_3,1
DO225232,QP,0.2,COSMIC_3,1
DO225233,QP,0,COSMIC_3,1.67E-165
DO225233,QP,0.01,COSMIC_3,1.67E-165
DO225233,QP,0.05,COSMIC_3,1.67E-165
DO225233,QP,0.1,COSMIC_3,5.32E-117
DO225233,QP,0.2,COSMIC_3,1
DO225234,QP,0,COSMIC_3,4.78E-86
DO225234,QP,0.01,COSMIC_3,0.000138932
DO225234,QP,0.05,COSMIC_3,1
DO225234,QP,0.1,COSMIC_3,1
DO225234,QP,0.2,COSMIC_3,1
DO225235,QP,0,COSMIC_3,1.82E-13
DO225235,QP,0.01,COSMIC_3,1
DO225235,QP,0.05,COSMIC_3,1
DO225235,QP,0.1,COSMIC_3,1
DO225235,QP,0.2,COSMIC_3,1
DO225236,QP,0,COSMIC_3,1.09E-24
DO225236,QP,0.01,COSMIC_3,1
DO225236,QP,0.05,COSMIC_3,1
DO225236,QP,0.1,COSMIC_3,1
DO225236,QP,0.2,COSMIC_3,1
DO225237,QP,0,COSMIC_3,1.55E-133
DO225237,QP,0.01,COSMIC_3,6.62E-103
DO225237,QP,0.05,COSMIC_3,0.995128407
DO225237,QP,0.1,COSMIC_3,1
DO225237,QP,0.2,COSMIC_3,1
DO225238,QP,0,COSMIC_3,1.05E-125
DO225238,QP,0.01,COSMIC_3,4.52E-91
DO225238,QP,0.05,COSMIC_3,1
DO225238,QP,0.1,COSMIC_3,1
DO225238,QP,0.2,COSMIC_3,1
DO225239,QP,0,COSMIC_3,1.67E-165
DO225239,QP,0.01,COSMIC_3,1.67E-165
DO225239,QP,0.05,COSMIC_3,1.67E-165
DO225239,QP,0.1,COSMIC_3,1.67E-165
DO225239,QP,0.2,COSMIC_3,3.19E-163
DO225240,QP,0,COSMIC_3,1
DO225240,QP,0.01,COSMIC_3,1
DO225240,QP,0.05,COSMIC_3,1
DO225240,QP,0.1,COSMIC_3,1
DO225240,QP,0.2,COSMIC_3,1
DO225241,QP,0,COSMIC_3,0.185546685
DO225241,QP,0.01,COSMIC_3,1
DO225241,QP,0.05,COSMIC_3,1
DO225241,QP,0.1,COSMIC_3,1
DO225241,QP,0.2,COSMIC_3,1
DO225242,QP,0,COSMIC_3,1.85E-129
DO225242,QP,0.01,COSMIC_3,4.01E-87
DO225242,QP,0.05,COSMIC_3,1
DO225242,QP,0.1,COSMIC_3,1
DO225242,QP,0.2,COSMIC_3,1
DO225243,QP,0,COSMIC_3,1.67E-165
DO225243,QP,0.01,COSMIC_3,1.67E-165
DO225243,QP,0.05,COSMIC_3,2.12E-165
DO225243,QP,0.1,COSMIC_3,4.45E-116
DO225243,QP,0.2,COSMIC_3,1
DO225244,QP,0,COSMIC_3,1.80E-10
DO225244,QP,0.01,COSMIC_3,1
DO225244,QP,0.05,COSMIC_3,1
DO225244,QP,0.1,COSMIC_3,1
DO225244,QP,0.2,COSMIC_3,1
DO225245,QP,0,COSMIC_3,4.26E-146
DO225245,QP,0.01,COSMIC_3,1.31E-121
DO225245,QP,0.05,COSMIC_3,1
DO225245,QP,0.1,COSMIC_3,1
DO225245,QP,0.2,COSMIC_3,1
DO225246,QP,0,COSMIC_3,3.96E-90
DO225246,QP,0.01,COSMIC_3,9.90E-06
DO225246,QP,0.05,COSMIC_3,1
DO225246,QP,0.1,COSMIC_3,1
DO225246,QP,0.2,COSMIC_3,1
DO225247,QP,0,COSMIC_3,0.000107046
DO225247,QP,0.01,COSMIC_3,1
DO225247,QP,0.05,COSMIC_3,1
DO225247,QP,0.1,COSMIC_3,1
DO225247,QP,0.2,COSMIC_3,1
DO225248,QP,0,COSMIC_3,1.79E-38
DO225248,QP,0.01,COSMIC_3,1
DO225248,QP,0.05,COSMIC_3,1
DO225248,QP,0.1,COSMIC_3,1
DO225248,QP,0.2,COSMIC_3,1
DO225249,QP,0,COSMIC_3,1.67E-165
DO225249,QP,0.01,COSMIC_3,1.67E-165
DO225249,QP,0.05,COSMIC_3,1.67E-165
DO225249,QP,0.1,COSMIC_3,1.67E-165
DO225249,QP,0.2,COSMIC_3,1.67E-165
DO225250,QP,0,COSMIC_3,1.28E-98
DO225250,QP,0.01,COSMIC_3,2.29E-21
DO225250,QP,0.05,COSMIC_3,1
DO225250,QP,0.1,COSMIC_3,1
DO225250,QP,0.2,COSMIC_3,1
DO225251,QP,0,COSMIC_3,2.60E-97
DO225251,QP,0.01,COSMIC_3,0.000228626
DO225251,QP,0.05,COSMIC_3,1
DO225251,QP,0.1,COSMIC_3,1
DO225251,QP,0.2,COSMIC_3,1
DO225252,QP,0,COSMIC_3,4.44E-32
DO225252,QP,0.01,COSMIC_3,1
DO225252,QP,0.05,COSMIC_3,1
DO225252,QP,0.1,COSMIC_3,1
DO225252,QP,0.2,COSMIC_3,1
DO225253,QP,0,COSMIC_3,1.30E-160
DO225253,QP,0.01,COSMIC_3,8.69E-161
DO225253,QP,0.05,COSMIC_3,1.02E-22
DO225253,QP,0.1,COSMIC_3,1
DO225253,QP,0.2,COSMIC_3,1
DO225254,QP,0,COSMIC_3,5.93E-122
DO225254,QP,0.01,COSMIC_3,5.66E-68
DO225254,QP,0.05,COSMIC_3,1
DO225254,QP,0.1,COSMIC_3,1
DO225254,QP,0.2,COSMIC_3,1
DO225255,QP,0,COSMIC_3,1.67E-165
DO225255,QP,0.01,COSMIC_3,1.67E-165
DO225255,QP,0.05,COSMIC_3,1.67E-165
DO225255,QP,0.1,COSMIC_3,1.67E-165
DO225255,QP,0.2,COSMIC_3,3.77E-165
DO225256,QP,0,COSMIC_3,8.36E-11
DO225256,QP,0.01,COSMIC_3,1
DO225256,QP,0.05,COSMIC_3,1
DO225256,QP,0.1,COSMIC_3,1
DO225256,QP,0.2,COSMIC_3,1
DO225257,QP,0,COSMIC_3,0.018015843
DO225257,QP,0.01,COSMIC_3,1
DO225257,QP,0.05,COSMIC_3,1
DO225257,QP,0.1,COSMIC_3,1
DO225257,QP,0.2,COSMIC_3,1
DO225258,QP,0,COSMIC_3,1.67E-165
DO225258,QP,0.01,COSMIC_3,1.67E-165
DO225258,QP,0.05,COSMIC_3,1.67E-165
DO225258,QP,0.1,COSMIC_3,1.67E-165
DO225258,QP,0.2,COSMIC_3,1
DO225259,QP,0,COSMIC_3,1.67E-165
DO225259,QP,0.01,COSMIC_3,1.67E-165
DO225259,QP,0.05,COSMIC_3,2.17E-165
DO225259,QP,0.1,COSMIC_3,8.48E-134
DO225259,QP,0.2,COSMIC_3,1
DO225260,QP,0,COSMIC_3,1.42E-108
DO225260,QP,0.01,COSMIC_3,2.18E-47
DO225260,QP,0.05,COSMIC_3,1
DO225260,QP,0.1,COSMIC_3,1
DO225260,QP,0.2,COSMIC_3,1
DO225261,QP,0,COSMIC_3,0.5
DO225261,QP,0.01,COSMIC_3,1
DO225261,QP,0.05,COSMIC_3,1
DO225261,QP,0.1,COSMIC_3,1
DO225261,QP,0.2,COSMIC_3,1
DO225262,QP,0,COSMIC_3,2.97E-06
DO225262,QP,0.01,COSMIC_3,1
DO225262,QP,0.05,COSMIC_3,1
DO225262,QP,0.1,COSMIC_3,1
DO225262,QP,0.2,COSMIC_3,1
DO225263,QP,0,COSMIC_3,0.001263087
DO225263,QP,0.01,COSMIC_3,1
DO225263,QP,0.05,COSMIC_3,1
DO225263,QP,0.1,COSMIC_3,1
DO225263,QP,0.2,COSMIC_3,1
DO225264,QP,0,COSMIC_3,1.88E-106
DO225264,QP,0.01,COSMIC_3,3.14E-11
DO225264,QP,0.05,COSMIC_3,1
DO225264,QP,0.1,COSMIC_3,1
DO225264,QP,0.2,COSMIC_3,1
DO225265,QP,0,COSMIC_3,4.71E-125
DO225265,QP,0.01,COSMIC_3,2.19E-91
DO225265,QP,0.05,COSMIC_3,0.999999704
DO225265,QP,0.1,COSMIC_3,1
DO225265,QP,0.2,COSMIC_3,1
DO225266,QP,0,COSMIC_3,0.000160524
DO225266,QP,0.01,COSMIC_3,1
DO225266,QP,0.05,COSMIC_3,1
DO225266,QP,0.1,COSMIC_3,1
DO225266,QP,0.2,COSMIC_3,1
DO225267,QP,0,COSMIC_3,8.50E-160
DO225267,QP,0.01,COSMIC_3,4.88E-161
DO225267,QP,0.05,COSMIC_3,1.82E-48
DO225267,QP,0.1,COSMIC_3,1
DO225267,QP,0.2,COSMIC_3,1
DO225268,QP,0,COSMIC_3,4.43E-162
DO225268,QP,0.01,COSMIC_3,2.39E-164
DO225268,QP,0.05,COSMIC_3,2.09E-128
DO225268,QP,0.1,COSMIC_3,0.043413579
DO225268,QP,0.2,COSMIC_3,1
DO225269,QP,0,COSMIC_3,0.001928646
DO225269,QP,0.01,COSMIC_3,1
DO225269,QP,0.05,COSMIC_3,1
DO225269,QP,0.1,COSMIC_3,1
DO225269,QP,0.2,COSMIC_3,1
DO225270,QP,0,COSMIC_3,3.53E-165
DO225270,QP,0.01,COSMIC_3,1.73E-165
DO225270,QP,0.05,COSMIC_3,4.57E-160
DO225270,QP,0.1,COSMIC_3,9.19E-21
DO225270,QP,0.2,COSMIC_3,1
DO225271,QP,0,COSMIC_3,1.09E-24
DO225271,QP,0.01,COSMIC_3,1
DO225271,QP,0.05,COSMIC_3,1
DO225271,QP,0.1,COSMIC_3,1
DO225271,QP,0.2,COSMIC_3,1
DO225272,QP,0,COSMIC_3,3.56E-150
DO225272,QP,0.01,COSMIC_3,3.01E-147
DO225272,QP,0.05,COSMIC_3,1.69E-24
DO225272,QP,0.1,COSMIC_3,1
DO225272,QP,0.2,COSMIC_3,1
DO225273,QP,0,COSMIC_3,1
DO225273,QP,0.01,COSMIC_3,1
DO225273,QP,0.05,COSMIC_3,1
DO225273,QP,0.1,COSMIC_3,1
DO225273,QP,0.2,COSMIC_3,1
DO225274,QP,0,COSMIC_3,0.5
DO225274,QP,0.01,COSMIC_3,1
DO225274,QP,0.05,COSMIC_3,1
DO225274,QP,0.1,COSMIC_3,1
DO225274,QP,0.2,COSMIC_3,1
DO225275,QP,0,COSMIC_3,1.32E-17
DO225275,QP,0.01,COSMIC_3,1
DO225275,QP,0.05,COSMIC_3,1
DO225275,QP,0.1,COSMIC_3,1
DO225275,QP,0.2,COSMIC_3,1
DO225276,QP,0,COSMIC_3,4.78E-34
DO225276,QP,0.01,COSMIC_3,1
DO225276,QP,0.05,COSMIC_3,1
DO225276,QP,0.1,COSMIC_3,1
DO225276,QP,0.2,COSMIC_3,1
DO225277,QP,0,COSMIC_3,7.70E-26
DO225277,QP,0.01,COSMIC_3,1
DO225277,QP,0.05,COSMIC_3,1
DO225277,QP,0.1,COSMIC_3,1
DO225277,QP,0.2,COSMIC_3,1
DO225278,QP,0,COSMIC_3,1.67E-165
DO225278,QP,0.01,COSMIC_3,1.67E-165
DO225278,QP,0.05,COSMIC_3,1.67E-165
DO225278,QP,0.1,COSMIC_3,1.67E-165
DO225278,QP,0.2,COSMIC_3,1.67E-165
DO225279,QP,0,COSMIC_3,3.53E-165
DO225279,QP,0.01,COSMIC_3,1.76E-165
DO225279,QP,0.05,COSMIC_3,1.13E-163
DO225279,QP,0.1,COSMIC_3,1.05E-118
DO225279,QP,0.2,COSMIC_3,1
DO225280,QP,0,COSMIC_3,1.67E-165
DO225280,QP,0.01,COSMIC_3,1.67E-165
DO225280,QP,0.05,COSMIC_3,1.67E-165
DO225280,QP,0.1,COSMIC_3,1.67E-165
DO225280,QP,0.2,COSMIC_3,1.67E-165
DO225281,QP,0,COSMIC_3,2.42E-165
DO225281,QP,0.01,COSMIC_3,1.69E-165
DO225281,QP,0.05,COSMIC_3,1.71E-161
DO225281,QP,0.1,COSMIC_3,1.06E-31
DO225281,QP,0.2,COSMIC_3,1
DO225282,QP,0,COSMIC_3,1.71E-158
DO225282,QP,0.01,COSMIC_3,1.30E-153
DO225282,QP,0.05,COSMIC_3,1
DO225282,QP,0.1,COSMIC_3,1
DO225282,QP,0.2,COSMIC_3,1
DO225283,QP,0,COSMIC_3,3.53E-165
DO225283,QP,0.01,COSMIC_3,2.42E-165
DO225283,QP,0.05,COSMIC_3,0.005193395
DO225283,QP,0.1,COSMIC_3,1
DO225283,QP,0.2,COSMIC_3,1
DO225284,QP,0,COSMIC_3,4.33E-131
DO225284,QP,0.01,COSMIC_3,9.44E-90
DO225284,QP,0.05,COSMIC_3,1
DO225284,QP,0.1,COSMIC_3,1
DO225284,QP,0.2,COSMIC_3,1
DO225285,QP,0,COSMIC_3,8.13E-113
DO225285,QP,0.01,COSMIC_3,3.15E-41
DO225285,QP,0.05,COSMIC_3,1
DO225285,QP,0.1,COSMIC_3,1
DO225285,QP,0.2,COSMIC_3,1
DO225286,QP,0,COSMIC_3,5.14E-165
DO225286,QP,0.01,COSMIC_3,2.00E-165
